solar_field_id,device_id,device_name,date,energy_kwh
SF-003,SF-003-INV-01,Inverter 01,2026-07-08,2387.5
SF-003,SF-003-INV-01,Inverter 01,2026-07-09,2332.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-10,2411.9
SF-003,SF-003-INV-01,Inverter 01,2026-07-11,2417.3
SF-003,SF-003-INV-01,Inverter 01,2026-07-12,2416.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-13,2565.5
SF-003,SF-003-INV-01,Inverter 01,2026-07-14,2374.3
SF-003,SF-003-INV-01,Inverter 01,2026-07-15,2347.8
SF-003,SF-003-INV-01,Inverter 01,2026-07-16,2405.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-17,2442.0
SF-003,SF-003-INV-01,Inverter 01,2026-07-18,2510.3
SF-003,SF-003-INV-01,Inverter 01,2026-07-19,2494.1
SF-003,SF-003-INV-01,Inverter 01,2026-07-20,2537.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-21,2359.1
SF-003,SF-003-INV-01,Inverter 01,2026-07-22,2466.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-23,2350.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-24,2240.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-25,2581.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-26,2534.3
SF-003,SF-003-INV-01,Inverter 01,2026-07-27,2583.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-28,2361.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-29,2293.7
SF-003,SF-003-INV-01,Inverter 01,2026-07-30,2338.5
SF-003,SF-003-INV-01,Inverter 01,2026-07-31,2682.0
SF-003,SF-003-INV-02,Inverter 02,2026-07-01,2045.2
SF-003,SF-003-INV-02,Inverter 02,2026-07-02,2186.2
SF-003,SF-003-INV-02,Inverter 02,2026-07-03,2246.8
SF-003,SF-003-INV-02,Inverter 02,2026-07-04,2154.3
SF-003,SF-003-INV-02,Inverter 02,2026-07-05,2128.2
SF-003,SF-003-INV-02,Inverter 02,2026-07-06,2370.1
SF-003,SF-003-INV-02,Inverter 02,2026-07-07,2033.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-08,2259.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-09,2188.8
SF-003,SF-003-INV-02,Inverter 02,2026-07-10,2311.3
SF-003,SF-003-INV-02,Inverter 02,2026-07-11,2289.3
SF-003,SF-003-INV-02,Inverter 02,2026-07-12,2272.9
SF-003,SF-003-INV-02,Inverter 02,2026-07-13,2428.0
SF-003,SF-003-INV-02,Inverter 02,2026-07-14,2250.2
SF-003,SF-003-INV-02,Inverter 02,2026-07-15,2246.3
SF-003,SF-003-INV-02,Inverter 02,2026-07-16,2285.8
SF-003,SF-003-INV-02,Inverter 02,2026-07-17,2312.9
SF-003,SF-003-INV-02,Inverter 02,2026-07-18,2369.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-19,2378.4
SF-003,SF-003-INV-02,Inverter 02,2026-07-20,2393.9
SF-003,SF-003-INV-02,Inverter 02,2026-07-21,2234.0
SF-003,SF-003-INV-02,Inverter 02,2026-07-22,2332.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-23,2239.8
SF-003,SF-003-INV-02,Inverter 02,2026-07-24,2138.6
SF-003,SF-003-INV-02,Inverter 02,2026-07-25,2458.3
SF-003,SF-003-INV-02,Inverter 02,2026-07-26,2396.5
SF-003,SF-003-INV-02,Inverter 02,2026-07-27,2444.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-28,2231.7
SF-003,SF-003-INV-02,Inverter 02,2026-07-29,2178.6
SF-003,SF-003-INV-02,Inverter 02,2026-07-30,2212.4
SF-003,SF-003-INV-02,Inverter 02,2026-07-31,2529.6
SF-003,SF-003-INV-03,Inverter 03,2026-07-01,2149.3
SF-003,SF-003-INV-03,Inverter 03,2026-07-02,2276.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-03,2349.6
SF-003,SF-003-INV-03,Inverter 03,2026-07-04,2248.6
SF-003,SF-003-INV-03,Inverter 03,2026-07-05,2233.8
SF-003,SF-003-INV-03,Inverter 03,2026-07-06,2495.5
SF-003,SF-003-INV-03,Inverter 03,2026-07-07,2126.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-08,2344.6
SF-003,SF-003-INV-03,Inverter 03,2026-07-09,2306.8
SF-003,SF-003-INV-03,Inverter 03,2026-07-10,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-11,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-12,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-13,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-14,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-15,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-16,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-17,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-18,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-19,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-20,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-21,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-22,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-23,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-24,0.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-25,2560.2
SF-003,SF-003-INV-03,Inverter 03,2026-07-26,2514.9
SF-003,SF-003-INV-03,Inverter 03,2026-07-27,2556.0
SF-003,SF-003-INV-03,Inverter 03,2026-07-28,2348.4
SF-003,SF-003-INV-03,Inverter 03,2026-07-29,2252.6
SF-003,SF-003-INV-03,Inverter 03,2026-07-30,2312.1
SF-003,SF-003-INV-03,Inverter 03,2026-07-31,2660.9
SF-004,SF-004-INV-01,Inverter 01,2026-07-01,2831.1
SF-004,SF-004-INV-01,Inverter 01,2026-07-02,2688.5
SF-004,SF-004-INV-01,Inverter 01,2026-07-03,2494.4
SF-004,SF-004-INV-01,Inverter 01,2026-07-04,2680.9
SF-004,SF-004-INV-01,Inverter 01,2026-07-05,2748.4
SF-004,SF-004-INV-01,Inverter 01,2026-07-06,2581.3
SF-004,SF-004-INV-01,Inverter 01,2026-07-07,2843.2
SF-004,SF-004-INV-01,Inverter 01,2026-07-08,2701.8
SF-004,SF-004-INV-01,Inverter 01,2026-07-09,2601.8
SF-004,SF-004-INV-01,Inverter 01,2026-07-10,2951.0
SF-004,SF-004-INV-01,Inverter 01,2026-07-11,1919.8
SF-004,SF-004-INV-01,Inverter 01,2026-07-12,2816.9
SF-004,SF-004-INV-01,Inverter 01,2026-07-13,2438.5
SF-004,SF-004-INV-01,Inverter 01,2026-07-14,2493.3
SF-004,SF-004-INV-01,Inverter 01,2026-07-15,2908.7
SF-004,SF-004-INV-01,Inverter 01,2026-07-16,2763.6
SF-004,SF-004-INV-01,Inverter 01,2026-07-17,2728.6
SF-004,SF-004-INV-01,Inverter 01,2026-07-18,2796.4
SF-004,SF-004-INV-01,Inverter 01,2026-07-19,2728.3
SF-004,SF-004-INV-01,Inverter 01,2026-07-20,2898.2
SF-004,SF-004-INV-01,Inverter 01,2026-07-21,2622.3
SF-004,SF-004-INV-01,Inverter 01,2026-07-22,3096.7
SF-004,SF-004-INV-01,Inverter 01,2026-07-23,2747.1
SF-004,SF-004-INV-01,Inverter 01,2026-07-24,2955.3
SF-004,SF-004-INV-01,Inverter 01,2026-07-25,3016.1
SF-004,SF-004-INV-01,Inverter 01,2026-07-26,3065.6
SF-004,SF-004-INV-01,Inverter 01,2026-07-27,2796.8
SF-004,SF-004-INV-01,Inverter 01,2026-07-28,3078.4
SF-004,SF-004-INV-01,Inverter 01,2026-07-29,2777.9
SF-004,SF-004-INV-01,Inverter 01,2026-07-30,2870.9
SF-004,SF-004-INV-01,Inverter 01,2026-07-31,2884.3
SF-004,SF-004-INV-02,Inverter 02,2026-07-01,2839.7
SF-004,SF-004-INV-02,Inverter 02,2026-07-02,2730.7
SF-004,SF-004-INV-02,Inverter 02,2026-07-03,2519.6
SF-004,SF-004-INV-02,Inverter 02,2026-07-04,2685.9
SF-004,SF-004-INV-02,Inverter 02,2026-07-05,2799.6
SF-004,SF-004-INV-02,Inverter 02,2026-07-06,2590.9
SF-004,SF-004-INV-02,Inverter 02,2026-07-07,2835.2
SF-004,SF-004-INV-02,Inverter 02,2026-07-08,2712.1
SF-004,SF-004-INV-02,Inverter 02,2026-07-09,2617.0
SF-004,SF-004-INV-02,Inverter 02,2026-07-10,2948.3
SF-004,SF-004-INV-02,Inverter 02,2026-07-11,1926.7
SF-004,SF-004-INV-02,Inverter 02,2026-07-12,2843.9
SF-004,SF-004-INV-02,Inverter 02,2026-07-13,2430.8
SF-004,SF-004-INV-02,Inverter 02,2026-07-14,2515.7
SF-004,SF-004-INV-02,Inverter 02,2026-07-15,2918.0
SF-004,SF-004-INV-02,Inverter 02,2026-07-16,2781.8
SF-004,SF-004-INV-02,Inverter 02,2026-07-17,2724.7
SF-004,SF-004-INV-02,Inverter 02,2026-07-18,2812.0
SF-004,SF-004-INV-02,Inverter 02,2026-07-19,2750.2
SF-004,SF-004-INV-02,Inverter 02,2026-07-20,2922.2
SF-004,SF-004-INV-02,Inverter 02,2026-07-21,2628.2
SF-004,SF-004-INV-02,Inverter 02,2026-07-22,3136.1
SF-004,SF-004-INV-02,Inverter 02,2026-07-23,2751.8
SF-004,SF-004-INV-02,Inverter 02,2026-07-24,2960.3
SF-004,SF-004-INV-02,Inverter 02,2026-07-25,3024.0
SF-004,SF-004-INV-02,Inverter 02,2026-07-26,3075.6
SF-004,SF-004-INV-02,Inverter 02,2026-07-27,2817.3
SF-004,SF-004-INV-02,Inverter 02,2026-07-28,3099.9
SF-004,SF-004-INV-02,Inverter 02,2026-07-29,2771.6
SF-004,SF-004-INV-02,Inverter 02,2026-07-30,2887.8
SF-004,SF-004-INV-02,Inverter 02,2026-07-31,2872.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-01,2977.8
SF-004,SF-004-INV-03,Inverter 03,2026-07-02,2844.0
SF-004,SF-004-INV-03,Inverter 03,2026-07-03,2638.3
SF-004,SF-004-INV-03,Inverter 03,2026-07-04,2858.2
SF-004,SF-004-INV-03,Inverter 03,2026-07-05,2926.7
SF-004,SF-004-INV-03,Inverter 03,2026-07-06,2706.8
SF-004,SF-004-INV-03,Inverter 03,2026-07-07,2995.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-08,2868.4
SF-004,SF-004-INV-03,Inverter 03,2026-07-09,2769.7
SF-004,SF-004-INV-03,Inverter 03,2026-07-10,3087.4
SF-004,SF-004-INV-03,Inverter 03,2026-07-11,2023.7
SF-004,SF-004-INV-03,Inverter 03,2026-07-12,2954.2
SF-004,SF-004-INV-03,Inverter 03,2026-07-13,2567.0
SF-004,SF-004-INV-03,Inverter 03,2026-07-14,2612.5
SF-004,SF-004-INV-03,Inverter 03,2026-07-15,3054.8
SF-004,SF-004-INV-03,Inverter 03,2026-07-16,2915.1
SF-004,SF-004-INV-03,Inverter 03,2026-07-17,2867.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-18,2965.0
SF-004,SF-004-INV-03,Inverter 03,2026-07-19,2908.7
SF-004,SF-004-INV-03,Inverter 03,2026-07-20,3033.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-21,2776.4
SF-004,SF-004-INV-03,Inverter 03,2026-07-22,3263.5
SF-004,SF-004-INV-03,Inverter 03,2026-07-23,2881.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-24,3105.2
SF-004,SF-004-INV-03,Inverter 03,2026-07-25,3165.6
SF-004,SF-004-INV-03,Inverter 03,2026-07-26,3230.1
SF-004,SF-004-INV-03,Inverter 03,2026-07-27,2942.8
SF-004,SF-004-INV-03,Inverter 03,2026-07-28,3242.2
SF-004,SF-004-INV-03,Inverter 03,2026-07-29,2895.8
SF-004,SF-004-INV-03,Inverter 03,2026-07-30,3033.3
SF-004,SF-004-INV-03,Inverter 03,2026-07-31,3026.4
SF-004,SF-004-INV-04,Inverter 04,2026-07-01,2838.5
SF-004,SF-004-INV-04,Inverter 04,2026-07-02,2731.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-03,2527.2
SF-004,SF-004-INV-04,Inverter 04,2026-07-04,2699.5
SF-004,SF-004-INV-04,Inverter 04,2026-07-05,2783.6
SF-004,SF-004-INV-04,Inverter 04,2026-07-06,2589.7
SF-004,SF-004-INV-04,Inverter 04,2026-07-07,2822.9
SF-004,SF-004-INV-04,Inverter 04,2026-07-08,2701.6
SF-004,SF-004-INV-04,Inverter 04,2026-07-09,2610.8
SF-004,SF-004-INV-04,Inverter 04,2026-07-10,2963.9
SF-004,SF-004-INV-04,Inverter 04,2026-07-11,1923.9
SF-004,SF-004-INV-04,Inverter 04,2026-07-12,2809.7
SF-004,SF-004-INV-04,Inverter 04,2026-07-13,2457.4
SF-004,SF-004-INV-04,Inverter 04,2026-07-14,2501.1
SF-004,SF-004-INV-04,Inverter 04,2026-07-15,2900.4
SF-004,SF-004-INV-04,Inverter 04,2026-07-16,2767.1
SF-004,SF-004-INV-04,Inverter 04,2026-07-17,2736.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-18,2823.1
SF-004,SF-004-INV-04,Inverter 04,2026-07-19,2735.8
SF-004,SF-004-INV-04,Inverter 04,2026-07-20,2897.3
SF-004,SF-004-INV-04,Inverter 04,2026-07-21,2635.9
SF-004,SF-004-INV-04,Inverter 04,2026-07-22,3097.2
SF-004,SF-004-INV-04,Inverter 04,2026-07-23,2732.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-24,2963.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-25,3019.6
SF-004,SF-004-INV-04,Inverter 04,2026-07-26,3064.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-27,2788.6
SF-004,SF-004-INV-04,Inverter 04,2026-07-28,3089.4
SF-004,SF-004-INV-04,Inverter 04,2026-07-29,2753.0
SF-004,SF-004-INV-04,Inverter 04,2026-07-30,2874.9
SF-004,SF-004-INV-04,Inverter 04,2026-07-31,2893.9
SF-004,SF-004-INV-05,Inverter 05,2026-07-01,2784.1
SF-004,SF-004-INV-05,Inverter 05,2026-07-02,2664.5
SF-004,SF-004-INV-05,Inverter 05,2026-07-03,2461.6
SF-004,SF-004-INV-05,Inverter 05,2026-07-04,2652.5
SF-004,SF-004-INV-05,Inverter 05,2026-07-05,2707.6
SF-004,SF-004-INV-05,Inverter 05,2026-07-06,2544.6
SF-004,SF-004-INV-05,Inverter 05,2026-07-07,2764.7
SF-004,SF-004-INV-05,Inverter 05,2026-07-08,2658.3
SF-004,SF-004-INV-05,Inverter 05,2026-07-09,2556.4
SF-004,SF-004-INV-05,Inverter 05,2026-07-10,2878.9
SF-004,SF-004-INV-05,Inverter 05,2026-07-11,1897.1
SF-004,SF-004-INV-05,Inverter 05,2026-07-12,2776.6
SF-004,SF-004-INV-05,Inverter 05,2026-07-13,2392.9
SF-004,SF-004-INV-05,Inverter 05,2026-07-14,2442.8
SF-004,SF-004-INV-05,Inverter 05,2026-07-15,2869.2
SF-004,SF-004-INV-05,Inverter 05,2026-07-16,2710.5
SF-004,SF-004-INV-05,Inverter 05,2026-07-17,2647.8
SF-004,SF-004-INV-05,Inverter 05,2026-07-18,2759.8
SF-004,SF-004-INV-05,Inverter 05,2026-07-19,2701.5
SF-004,SF-004-INV-05,Inverter 05,2026-07-20,2851.3
SF-004,SF-004-INV-05,Inverter 05,2026-07-21,2573.5
SF-004,SF-004-INV-05,Inverter 05,2026-07-22,3064.9
SF-004,SF-004-INV-05,Inverter 05,2026-07-23,2683.7
SF-004,SF-004-INV-05,Inverter 05,2026-07-24,2908.2
SF-004,SF-004-INV-05,Inverter 05,2026-07-25,2959.9
SF-004,SF-004-INV-05,Inverter 05,2026-07-26,2991.0
SF-004,SF-004-INV-05,Inverter 05,2026-07-27,2732.8
SF-004,SF-004-INV-05,Inverter 05,2026-07-28,3047.0
SF-004,SF-004-INV-05,Inverter 05,2026-07-29,2701.7
SF-004,SF-004-INV-05,Inverter 05,2026-07-30,2829.4
SF-004,SF-004-INV-05,Inverter 05,2026-07-31,2829.0
SF-004,SF-004-INV-06,Inverter 06,2026-07-01,2897.4
SF-004,SF-004-INV-06,Inverter 06,2026-07-02,2790.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-03,2582.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-04,2771.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-05,2837.4
SF-004,SF-004-INV-06,Inverter 06,2026-07-06,2657.5
SF-004,SF-004-INV-06,Inverter 06,2026-07-07,2888.0
SF-004,SF-004-INV-06,Inverter 06,2026-07-08,2786.9
SF-004,SF-004-INV-06,Inverter 06,2026-07-09,2674.0
SF-004,SF-004-INV-06,Inverter 06,2026-07-10,3000.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-11,1963.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-12,2867.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-13,2516.6
SF-004,SF-004-INV-06,Inverter 06,2026-07-14,2544.5
SF-004,SF-004-INV-06,Inverter 06,2026-07-15,2989.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-16,2839.3
SF-004,SF-004-INV-06,Inverter 06,2026-07-17,2805.0
SF-004,SF-004-INV-06,Inverter 06,2026-07-18,2889.6
SF-004,SF-004-INV-06,Inverter 06,2026-07-19,2796.9
SF-004,SF-004-INV-06,Inverter 06,2026-07-20,2968.9
SF-004,SF-004-INV-06,Inverter 06,2026-07-21,2687.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-22,3168.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-23,2792.4
SF-004,SF-004-INV-06,Inverter 06,2026-07-24,3023.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-25,3089.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-26,3129.1
SF-004,SF-004-INV-06,Inverter 06,2026-07-27,2874.7
SF-004,SF-004-INV-06,Inverter 06,2026-07-28,3149.3
SF-004,SF-004-INV-06,Inverter 06,2026-07-29,2829.5
SF-004,SF-004-INV-06,Inverter 06,2026-07-30,2944.2
SF-004,SF-004-INV-06,Inverter 06,2026-07-31,2918.4
SF-004,SF-004-INV-07,Inverter 07,2026-07-01,2877.4
SF-004,SF-004-INV-07,Inverter 07,2026-07-02,2729.4
SF-004,SF-004-INV-07,Inverter 07,2026-07-03,2523.4
SF-004,SF-004-INV-07,Inverter 07,2026-07-04,2724.2
SF-004,SF-004-INV-07,Inverter 07,2026-07-05,2758.6
SF-004,SF-004-INV-07,Inverter 07,2026-07-06,2623.6
SF-004,SF-004-INV-07,Inverter 07,2026-07-07,2839.9
SF-004,SF-004-INV-07,Inverter 07,2026-07-08,2742.2
SF-004,SF-004-INV-07,Inverter 07,2026-07-09,2638.1
SF-004,SF-004-INV-07,Inverter 07,2026-07-10,2968.8
SF-004,SF-004-INV-07,Inverter 07,2026-07-11,1943.5
SF-004,SF-004-INV-07,Inverter 07,2026-07-12,2838.5
SF-004,SF-004-INV-07,Inverter 07,2026-07-13,2453.1
SF-004,SF-004-INV-07,Inverter 07,2026-07-14,2504.0
SF-004,SF-004-INV-07,Inverter 07,2026-07-15,2941.2
SF-004,SF-004-INV-07,Inverter 07,2026-07-16,2816.7
SF-004,SF-004-INV-07,Inverter 07,2026-07-17,2754.1
SF-004,SF-004-INV-07,Inverter 07,2026-07-18,2834.5
SF-004,SF-004-INV-07,Inverter 07,2026-07-19,2758.0
SF-004,SF-004-INV-07,Inverter 07,2026-07-20,2925.7
SF-004,SF-004-INV-07,Inverter 07,2026-07-21,2656.7
SF-004,SF-004-INV-07,Inverter 07,2026-07-22,3130.9
SF-004,SF-004-INV-07,Inverter 07,2026-07-23,2739.7
SF-004,SF-004-INV-07,Inverter 07,2026-07-24,2983.7
SF-004,SF-004-INV-07,Inverter 07,2026-07-25,3040.3
SF-004,SF-004-INV-07,Inverter 07,2026-07-26,3098.8
SF-004,SF-004-INV-07,Inverter 07,2026-07-27,2815.9
SF-004,SF-004-INV-07,Inverter 07,2026-07-28,3107.0
SF-004,SF-004-INV-07,Inverter 07,2026-07-29,2796.4
SF-004,SF-004-INV-07,Inverter 07,2026-07-30,2909.9
SF-004,SF-004-INV-07,Inverter 07,2026-07-31,2856.7
SF-004,SF-004-INV-08,Inverter 08,2026-07-01,2760.9
SF-004,SF-004-INV-08,Inverter 08,2026-07-02,2634.1
SF-004,SF-004-INV-08,Inverter 08,2026-07-03,2418.2
SF-004,SF-004-INV-08,Inverter 08,2026-07-04,2623.3
SF-004,SF-004-INV-08,Inverter 08,2026-07-05,2696.7
SF-004,SF-004-INV-08,Inverter 08,2026-07-06,2517.6
SF-004,SF-004-INV-08,Inverter 08,2026-07-07,2752.0
SF-004,SF-004-INV-08,Inverter 08,2026-07-08,2616.1
SF-004,SF-004-INV-08,Inverter 08,2026-07-09,2549.4
SF-004,SF-004-INV-08,Inverter 08,2026-07-10,2862.3
SF-004,SF-004-INV-08,Inverter 08,2026-07-11,1865.5
SF-004,SF-004-INV-08,Inverter 08,2026-07-12,2744.9
SF-004,SF-004-INV-08,Inverter 08,2026-07-13,2360.9
SF-004,SF-004-INV-08,Inverter 08,2026-07-14,2416.6
SF-004,SF-004-INV-08,Inverter 08,2026-07-15,2845.5
SF-004,SF-004-INV-08,Inverter 08,2026-07-16,2695.0
SF-004,SF-004-INV-08,Inverter 08,2026-07-17,2663.0
SF-004,SF-004-INV-08,Inverter 08,2026-07-18,2750.2
SF-004,SF-004-INV-08,Inverter 08,2026-07-19,2686.8
SF-004,SF-004-INV-08,Inverter 08,2026-07-20,2804.8
SF-004,SF-004-INV-08,Inverter 08,2026-07-21,2546.0
SF-004,SF-004-INV-08,Inverter 08,2026-07-22,3035.5
SF-004,SF-004-INV-08,Inverter 08,2026-07-23,2631.6
SF-004,SF-004-INV-08,Inverter 08,2026-07-24,2874.5
SF-004,SF-004-INV-08,Inverter 08,2026-07-25,2973.6
SF-004,SF-004-INV-08,Inverter 08,2026-07-26,2995.9
SF-004,SF-004-INV-08,Inverter 08,2026-07-27,2716.1
SF-004,SF-004-INV-08,Inverter 08,2026-07-28,2990.1
SF-004,SF-004-INV-08,Inverter 08,2026-07-29,2703.7
SF-004,SF-004-INV-08,Inverter 08,2026-07-30,2794.3
SF-004,SF-004-INV-08,Inverter 08,2026-07-31,2798.4
SF-004,SF-004-INV-09,Inverter 09,2026-07-01,2980.5
SF-004,SF-004-INV-09,Inverter 09,2026-07-02,2854.5
SF-004,SF-004-INV-09,Inverter 09,2026-07-03,2641.3
SF-004,SF-004-INV-09,Inverter 09,2026-07-04,2839.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-05,2899.0
SF-004,SF-004-INV-09,Inverter 09,2026-07-06,2708.7
SF-004,SF-004-INV-09,Inverter 09,2026-07-07,2968.5
SF-004,SF-004-INV-09,Inverter 09,2026-07-08,2849.7
SF-004,SF-004-INV-09,Inverter 09,2026-07-09,2750.0
SF-004,SF-004-INV-09,Inverter 09,2026-07-10,3079.4
SF-004,SF-004-INV-09,Inverter 09,2026-07-11,2020.9
SF-004,SF-004-INV-09,Inverter 09,2026-07-12,2962.6
SF-004,SF-004-INV-09,Inverter 09,2026-07-13,2552.8
SF-004,SF-004-INV-09,Inverter 09,2026-07-14,2606.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-15,3045.2
SF-004,SF-004-INV-09,Inverter 09,2026-07-16,2923.4
SF-004,SF-004-INV-09,Inverter 09,2026-07-17,2852.7
SF-004,SF-004-INV-09,Inverter 09,2026-07-18,2939.9
SF-004,SF-004-INV-09,Inverter 09,2026-07-19,2859.8
SF-004,SF-004-INV-09,Inverter 09,2026-07-20,3029.4
SF-004,SF-004-INV-09,Inverter 09,2026-07-21,2772.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-22,3238.2
SF-004,SF-004-INV-09,Inverter 09,2026-07-23,2862.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-24,3091.7
SF-004,SF-004-INV-09,Inverter 09,2026-07-25,3152.0
SF-004,SF-004-INV-09,Inverter 09,2026-07-26,3201.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-27,2948.9
SF-004,SF-004-INV-09,Inverter 09,2026-07-28,3226.1
SF-004,SF-004-INV-09,Inverter 09,2026-07-29,2898.4
SF-004,SF-004-INV-09,Inverter 09,2026-07-30,3017.9
SF-004,SF-004-INV-09,Inverter 09,2026-07-31,3008.4
SF-004,SF-004-INV-10,Inverter 10,2026-07-01,2855.8
SF-004,SF-004-INV-10,Inverter 10,2026-07-02,2705.1
SF-004,SF-004-INV-10,Inverter 10,2026-07-03,2521.0
SF-004,SF-004-INV-10,Inverter 10,2026-07-04,2692.0
SF-004,SF-004-INV-10,Inverter 10,2026-07-05,2789.0
SF-004,SF-004-INV-10,Inverter 10,2026-07-06,2582.7
SF-004,SF-004-INV-10,Inverter 10,2026-07-07,2813.4
SF-004,SF-004-INV-10,Inverter 10,2026-07-08,2713.5
SF-004,SF-004-INV-10,Inverter 10,2026-07-09,2613.8
SF-004,SF-004-INV-10,Inverter 10,2026-07-10,2939.4
SF-004,SF-004-INV-10,Inverter 10,2026-07-11,1919.5
SF-004,SF-004-INV-10,Inverter 10,2026-07-12,2817.9
SF-004,SF-004-INV-10,Inverter 10,2026-07-13,2449.4
SF-004,SF-004-INV-10,Inverter 10,2026-07-14,2504.5
SF-004,SF-004-INV-10,Inverter 10,2026-07-15,2928.6
SF-004,SF-004-INV-10,Inverter 10,2026-07-16,2775.6
SF-004,SF-004-INV-10,Inverter 10,2026-07-17,2739.8
SF-004,SF-004-INV-10,Inverter 10,2026-07-18,2821.7
SF-004,SF-004-INV-10,Inverter 10,2026-07-19,2735.3
SF-004,SF-004-INV-10,Inverter 10,2026-07-20,2894.9
SF-004,SF-004-INV-10,Inverter 10,2026-07-21,2613.3
SF-004,SF-004-INV-10,Inverter 10,2026-07-22,3124.0
SF-004,SF-004-INV-10,Inverter 10,2026-07-23,2743.2
SF-004,SF-004-INV-10,Inverter 10,2026-07-24,2973.4
SF-004,SF-004-INV-10,Inverter 10,2026-07-25,3024.0
SF-004,SF-004-INV-10,Inverter 10,2026-07-26,3079.5
SF-004,SF-004-INV-10,Inverter 10,2026-07-27,2816.3
SF-004,SF-004-INV-10,Inverter 10,2026-07-28,3085.7
SF-004,SF-004-INV-10,Inverter 10,2026-07-29,2753.3
SF-004,SF-004-INV-10,Inverter 10,2026-07-30,2867.5
SF-004,SF-004-INV-10,Inverter 10,2026-07-31,2872.4
SF-005,SF-005-INV-01,Inverter 01,2026-07-01,2072.7
SF-005,SF-005-INV-01,Inverter 01,2026-07-02,2159.3
SF-005,SF-005-INV-01,Inverter 01,2026-07-03,2125.6
SF-005,SF-005-INV-01,Inverter 01,2026-07-04,2128.6
SF-005,SF-005-INV-01,Inverter 01,2026-07-05,2104.8
SF-005,SF-005-INV-01,Inverter 01,2026-07-06,2085.8
SF-005,SF-005-INV-01,Inverter 01,2026-07-07,2248.9
SF-005,SF-005-INV-01,Inverter 01,2026-07-08,2154.7
SF-005,SF-005-INV-01,Inverter 01,2026-07-09,2041.3
SF-005,SF-005-INV-01,Inverter 01,2026-07-10,2274.3
SF-005,SF-005-INV-01,Inverter 01,2026-07-11,2224.9
SF-005,SF-005-INV-01,Inverter 01,2026-07-12,2385.3
SF-005,SF-005-INV-01,Inverter 01,2026-07-13,2452.0
SF-005,SF-005-INV-01,Inverter 01,2026-07-14,2207.5
SF-005,SF-005-INV-01,Inverter 01,2026-07-15,1624.6
